5elV0XROI5Nnij88fWoAMC | 1 | Maria Alcina - Filho maravilha (Fio maravilha) | auto=None | sp=1974 it=- mb=- | ?
356WKxlF1H7oA2q6rdVaMh | 2 | Biquini Cavadão - Tédio | auto=None | sp=1986 it=- mb=- | ?
6120uJUyg6QDzaAJUosTx5 | 3 | Amii Stewart - Knock On Wood | auto=None | sp=2012 it=- mb=- | ?
4aTCNddtjztjuK2EOgz7ZZ | 4 | Brian Hyland - Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini | auto=None | sp=1961 it=- mb=- | ?
27SdWb2rFzO6GWiYDBTD9j | 5 | Sia - Cheap Thrills | auto=None | sp=2016 it=- mb=- | ?
1mKXFLRA179hdOWQBwUk9e | 6 | P!nk, Nate Ruess - Just Give Me a Reason (feat. Nate Ruess) | auto=None | sp=2012 it=- mb=- | ?
3WkibOpDF7cQ5xntM1epyf | 7 | Shaggy, Rik Rok - It Wasn't Me | auto=None | sp=2000 it=- mb=- | ?
0YUVtMGgaJj55WAr7AHRvY | 8 | Legião Urbana - Há Tempos | auto=None | sp=1989 it=- mb=- | ?
4OjJAGDDZTLlTNeOMBl7UM | 9 | Gipsy Kings - Volare (Nel Blu di Pinto di Blu) | auto=None | sp=1989 it=- mb=- | ?
2TI5GBkbrrFtZRM5v1heeb | 10 | Adoniran Barbosa - Trem Das Onze | auto=None | sp=1974 it=- mb=- | ?
2GbePPrWWSRxcmW6QRSPae | 11 | Erma Franklin - Piece of My Heart | auto=None | sp=2009 it=- mb=- | ?
4cOdK2wGLETKBW3PvgPWqT | 12 | Rick Astley - Never Gonna Give You Up | auto=None | sp=1987 it=- mb=- | ?
3cbV252akVZInSvJk7jAYX | 13 | Irene Cara - Flashdance...What a Feeling - Radio Edit | auto=None | sp=1983 it=- mb=- | ?
6oWLiyRpo1ibp2vKNxHG0T | 14 | Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made of This) - 2005 Remaster | auto=None | sp=1983 it=- mb=- | ?
57bgtoPSgt236HzfBOd8kj | 15 | AC/DC - Thunderstruck | auto=None | sp=1990 it=- mb=- | ?
52Zr0sinhWTCRrQhRRY4EP | 16 | O-Zone - Dragostea din tei | auto=None | sp=2004 it=- mb=- | ?
3L7RtEcu1Hw3OXrpnthngx | 17 | The Human League - Don't You Want Me | auto=None | sp=1981 it=- mb=- | ?
5CJi4BG1lGSXwSx3UI1u5Q | 18 | Fausto Fawcett e Os Robôs Efêmeros - Kátia Flávia, a Godiva de Irajá | auto=None | sp=2016 it=- mb=- | ?
1zB4vmk8tFRmM9UULNzbLB | 19 | Imagine Dragons - Thunder | auto=None | sp=2017 it=- mb=- | ?
57yz5oqMytzbwdewSG28L9 | 20 | The Platters - Smoke Gets In Your Eyes | auto=None | sp=1986 it=- mb=- | ?
6Pgkp4qUoTmJIPn7ReaGxL | 21 | Avicii, Sandro Cavazza - Without You (feat. Sandro Cavazza) | auto=None | sp=2017 it=- mb=- | ?
2vwlzO0Qp8kfEtzTsCXfyE | 22 | Miley Cyrus - Wrecking Ball | auto=None | sp=2013 it=- mb=- | ?
108FCXU31Z0pRK9VGVnJPm | 23 | Ray Charles - Hit The Road Jack (1960 Recording Remastered) | auto=None | sp=2021 it=- mb=- | ?
0HqeTDZMGlYDmgGGVFQrSg | 24 | Maroon 5, Christina Aguilera - Moves Like Jagger - Studio Recording From "The Voice" Performance | auto=None | sp=2011 it=- mb=- | ?
2LjiPAQOVazT8sRyXL3XRs | 25 | Snow - Informer | auto=None | sp=1993 it=- mb=- | ?
3EjxAbEOH28icEK1ZFOUSh | 26 | Só Pra Contrariar - Essa Tal Liberdade | auto=None | sp=1994 it=- mb=- | ?
05bVdbvZcZ8QaZBLJdPhlK | 27 | Marília Mendonça - Infiel | auto=None | sp=2019 it=- mb=- | ?
5IMtdHjJ1OtkxbGe4zfUxQ | 28 | Rupert Holmes - Escape (The Pina Colada Song) | auto=None | sp=1979 it=- mb=- | ?
6JWddKPdqvDc2WkPEi9grC | 29 | Stereophonics - Have A Nice Day | auto=None | sp=2001 it=- mb=- | ?
5ee20xB17u8TX7IUWDNed6 | 30 | Carpenters - Top Of The World | auto=None | sp=2000 it=- mb=- | ?
26VzA1ncohB7RMsxpXWaZx | 31 | Fresno - Quebre As Correntes | auto=None | sp=2006 it=- mb=- | ?
5haXbSJqjjM0TCJ5XkfEaC | 32 | James Brown & The Famous Flames - I Got You (I Feel Good) | auto=None | sp=1966 it=- mb=- | ?
1nl13AcSpiCKdbkhtvJoo7 | 33 | Milton Nascimento - Maria Maria | auto=None | sp=1978 it=- mb=- | ?
78WVLOP9pN0G3gRLFy1rAa | 34 | Billy Joel - Piano Man | auto=None | sp=1973 it=- mb=- | ?
3iSws76HjaU7k49EqJVTfF | 35 | The Archies - Sugar, Sugar | auto=None | sp=2007 it=- mb=- | ?
54JLlb23AnzXErLRSNVIUn | 36 | Beth Carvalho - Vou Festejar | auto=None | sp=1978 it=- mb=- | ?
0snPJPxkk0MbTc0xeUvAPt | 37 | Lionel Richie - Dancing On The Ceiling | auto=None | sp=1986 it=- mb=- | ?
42tYHqMxXxXHAAWqLaoOfQ | 38 | Donna Summer - MacArthur Park - Single Version | auto=None | sp=1979 it=- mb=- | ?
54X78diSLoUDI3joC2bjMz | 39 | Prince - Purple Rain | auto=None | sp=1984 it=- mb=- | ?
3dPvQLKl42dMYWV4LWRTLK | 40 | Os Barões Da Pisadinha - Tá Rocheda | auto=None | sp=2019 it=- mb=- | ?
2nHajACLqGsbctpe3Rafh3 | 41 | Genesis - No Son Of Mine | auto=None | sp=2004 it=- mb=- | ?
0C2G51IpAbS8y7Jt1tyHMv | 42 | Os Paralamas Do Sucesso, Gilberto Gil - Alagados | auto=None | sp=1986 it=- mb=- | ?
41AE8ODX2JETBCa6muhSLY | 43 | Blondie - Heart Of Glass | auto=None | sp=2006 it=- mb=- | ?
22Ekdb1dJdXVDckNpZGZLG | 44 | Netinho - Milla - Ao Vivo Em Aracaju / 1996 | auto=None | sp=1996 it=- mb=- | ?
4j2W1eM03mz5MVN5LvR7VH | 45 | Nancy Sinatra - These Boots Are Made for Walkin' | auto=None | sp=1987 it=- mb=- | ?
5IVuqXILoxVWvWEPm82Jxr | 46 | Beyoncé, JAŸ-Z - Crazy In Love (feat. JAY-Z) | auto=None | sp=2003 it=- mb=- | ?
7jhKkbM3KZvnuqzMX5fADH | 47 | Mungo Jerry - In the Summertime | auto=None | sp=1971 it=- mb=- | ?
7DoBn08dqKS9MmtZiZChVD | 48 | Skank - Garota Nacional | auto=None | sp=1996 it=- mb=- | ?
2A6yzRGMgSQCUapR2ptm6A | 49 | Cyndi Lauper - True Colors | auto=None | sp=1986 it=- mb=- | ?
2PpruBYCo4H7WOBJ7Q2EwM | 50 | Outkast - Hey Ya! | auto=None | sp=2003 it=- mb=- | ?
0KMGf0ebdR8aazf1PoHEdb | 51 | Joseito Fernández - Guajira Guantanamera | auto=None | sp=2012 it=- mb=- | ?
2Fxmhks0bxGSBdJ92vM42m | 52 | Billie Eilish - bad guy | auto=None | sp=2019 it=- mb=- | ?
4iMdiQO0YJwEkWf8eI2wff | 53 | Michael Bublé - Haven't Met You Yet | auto=None | sp=2009 it=- mb=- | ?
5hemN5gGcBNdkUOIbs3RVe | 54 | Clara Nunes - O Mar Serenou | auto=None | sp=1975 it=- mb=- | ?
3G7tRC24Uh09Hmp1KZ7LQ2 | 55 | The Monkees - I'm a Believer - 2006 Remaster | auto=None | sp=1967 it=- mb=- | ?
7aSwDCjueXPEIf3OeZiRFR | 56 | Rouge - Ragatanga (Asereje) - Versão Editada | auto=None | sp=2002 it=- mb=- | ?
5R8XzDagArO2BwLIrQJTPf | 57 | Raça Negra - Cheia de Manias | auto=None | sp=1992 it=- mb=- | ?
2U8NXPTXZWG2O0ye2sYRiH | 58 | Icona Pop, Charli xcx - I Love It (feat. Charli XCX) | auto=None | sp=2013 it=- mb=- | ?
1d6KS9GH06JAd19uiBy9IE | 59 | Alanis Morissette - Ironic - 2015 Remaster | auto=None | sp=1995 it=- mb=- | ?
3U4isOIWM3VvDubwSI3y7a | 60 | John Legend - All of Me | auto=None | sp=2013 it=- mb=- | ?
63OFKbMaZSDZ4wtesuuq6f | 61 | Steppenwolf - Born To Be Wild | auto=None | sp=1968 it=- mb=- | ?
3u70XHB13btIIcdjh6pi3I | 62 | Elis Regina - Arrastão | auto=None | sp=2013 it=- mb=- | ?
1QEEqeFIZktqIpPI4jSVSF | 63 | Boston - More Than a Feeling | auto=None | sp=1976 it=- mb=- | ?
5iq4NDi4fznJJRLL1rXNE4 | 64 | Alcione - Não Deixe O Samba Morrer | auto=None | sp=1975 it=- mb=- | ?
69kOkLUCkxIZYexIgSG8rq | 65 | Daft Punk, Pharrell Williams, Nile Rodgers - Get Lucky (feat. Pharrell Williams and Nile Rodgers) | auto=None | sp=2013 it=- mb=- | ?
3Fcfwhm8oRrBvBZ8KGhtea | 66 | Coldplay - Viva La Vida | auto=None | sp=2008 it=- mb=- | ?
3AYcFdYKSL8mVqJWwCpS60 | 67 | Claudinho & Buchecha - Quero Te Encontrar | auto=None | sp=1997 it=- mb=- | ?
4njyR80QqZZQsXd4Oh2L1i | 68 | Lulu Santos - A Cura | auto=None | sp=1988 it=- mb=- | ?
1Je1IMUlBXcx1Fz0WE7oPT | 69 | Spice Girls - Wannabe | auto=None | sp=1996 it=- mb=- | ?
1JQ6Xm1JrvHfvAqhl5pwaA | 70 | Commodores - Easy | auto=None | sp=1977 it=- mb=- | ?
1dDNz8h95Gsu0W4QdxVVln | 71 | Madonna - 4 Minutes (feat. Justin Timberlake and Timbaland) | auto=None | sp=2008 it=- mb=- | ?
1Go5sZ2OZeWNyskKsX2CFW | 72 | Victor & Leo - Borboletas | auto=None | sp=2008 it=- mb=- | ?
40riOy7x9W7GXjyGp4pjAv | 73 | Eagles - Hotel California - 2013 Remaster | auto=None | sp=1976 it=- mb=- | ?
2QfiRTz5Yc8DdShCxG1tB2 | 74 | Chuck Berry - Johnny B. Goode | auto=None | sp=1959 it=- mb=- | ?
7HKez549fwJQDzx3zLjHKC | 75 | The Rolling Stones - Start Me Up - Remastered 2009 | auto=None | sp=1981 it=- mb=- | ?
7idTMG6EKZy0531lIx8RJ5 | 76 | Enrico Caruso - Rigoletto: "La Donna E' Mobile" | auto=None | sp=2011 it=- mb=- | ?
2nPYWC7Jtd3gsd1iMQT3Vs | 77 | IZA, Marcelo Falcão - Pesadão | auto=None | sp=2018 it=- mb=- | ?
41CMr8zZ7cMcjL0U4En6gZ | 78 | Milli Vanilli - Girl You Know It's True | auto=None | sp=2010 it=- mb=- | ?
5jUA1njy3h6ynHLvPdEVHt | 79 | The Trammps - Disco Inferno | auto=None | sp=1976 it=- mb=- | ?
3zxklD2EGecZre9MjEEvIU | 80 | Linda Ronstadt - Blue Bayou | auto=None | sp=1977 it=- mb=- | ?
7CjSjWTdVPD0ov82Qz55Xb | 81 | Gilberto Gil - Aquele Abraço | auto=None | sp=1969 it=- mb=- | ?
0PLGnOgmf8RPgZNkaaSYyM | 82 | MadHouse - Like a Prayer | auto=None | sp=2002 it=- mb=- | ?
5jZPVnBbi0mktxf6xHwr7t | 83 | Noel Rosa - Com Que Roupa? | auto=None | sp=1930 it=- mb=- | ?
1JSTJqkT5qHq8MDJnJbRE1 | 84 | The Police - Every Breath You Take | auto=None | sp=1983 it=- mb=- | ?
42ydLwx4i5V49RXHOozJZq | 85 | Alessia Cara - Scars To Your Beautiful | auto=None | sp=2016 it=- mb=- | ?
1xNcBAoUw8Hz6LqK2jt4Ff | 86 | Eric Prydz - Call on Me - Radio Mix | auto=None | sp=2004 it=- mb=- | ?
0ofMkI3jzmGCElAOgOLeo3 | 87 | Corona - The Rhythm of the Night | auto=None | sp=1994 it=- mb=- | ?
5jE48hhRu8E6zBDPRSkEq7 | 88 | Meghan Trainor - All About That Bass | auto=None | sp=2015 it=- mb=- | ?
1L94M3KIu7QluZe63g64rv | 89 | Pearl Jam - Alive | auto=None | sp=1991 it=- mb=- | ?
1uRKT2LRANv4baowBWHfDS | 90 | Bill Haley & His Comets - (We're Gonna) Rock Around The Clock | auto=None | sp=1955 it=- mb=- | ?
2m1G38M0gJuE4aVPh0tmIP | 91 | Gal Costa - Balancê | auto=None | sp=1979 it=- mb=- | ?
32gpJnMZkRafZdQvU7ZzR7 | 92 | Kaoma - Lambada - Version 1989 | auto=None | sp=1989 it=- mb=- | ?
6qlb3j0zGqEe6uWJpQZGxP | 93 | Ritchie - Menina Veneno | auto=None | sp=1983 it=- mb=- | ?
1SOAN58QwnQABl2SND1wMh | 94 | Cliff Richard - Congratulations - 1998 Remaster | auto=None | sp=2008 it=- mb=- | ?
3EqXUkR4x6l5UzzV9Jwi5i | 95 | Ed Motta - Manuel | auto=None | sp=1988 it=- mb=- | ?
39vg0qbCDVS2dCPHsW8a19 | 96 | É O Tchan - Dança Da Cordinha | auto=None | sp=1996 it=- mb=- | ?
3d9DChrdc6BOeFsbrZ3Is0 | 97 | Red Hot Chili Peppers - Under the Bridge | auto=None | sp=1991 it=- mb=- | ?
3G3PPoNXTdirajaiIFh11y | 98 | Emicida - Ubuntu Fristaili | auto=None | sp=2013 it=- mb=- | ?
1DIXPcTDzTj8ZMHt3PDt8p | 99 | Coolio, L.V. - Gangsta's Paradise | auto=None | sp=1995 it=- mb=- | ?
4H1iMlEWKZmpKTHCZzDhju | 100 | The Supremes - You Can't Hurry Love | auto=None | sp=1966 it=- mb=- | ?
0gJvqi9QyASOCtJu99tytc | 101 | Kelly Clarkson - Because of You | auto=None | sp=2004 it=- mb=- | ?
45XopGhwYSgooiewaZNsSd | 102 | Sandra Sá - Olhos Coloridos | auto=None | sp=1982 it=- mb=- | ?
3uCg5JVHl2E6i8gFJxUjsp | 103 | Falamansa - Xote Dos Milagres | auto=None | sp=2000 it=- mb=- | ?
7caTsla72UAbXnmXiWOQsD | 104 | Beto Barbosa - Adocica | auto=None | sp=1988 it=- mb=- | ?
05eNEozACh10Rn0ewFnH8Y | 105 | Bill Haley & His Comets - See You Later, Alligator | auto=None | sp=1959 it=- mb=- | ?
1TX4h6MrIZ0K3r4OOG11WO | 106 | Djavan - Flor de Lis | auto=None | sp=1976 it=- mb=- | ?
3u3G8q8xzUv3ujZ59DLKzU | 107 | Zezé Di Camargo & Luciano - Sem Medo de Ser Feliz | auto=None | sp=1995 it=- mb=- | ?
5dXJ1SoksFkgdx3yxIoYNO | 108 | Barry White - You're The First, The Last, My Everything | auto=None | sp=1974 it=- mb=- | ?
3nQel9kt9Yn1ZeQy8CUoPH | 109 | Wando - Fogo E Paixão | auto=None | sp=1985 it=- mb=- | ?
4gphxUgq0JSFv2BCLhNDiE | 110 | Elvis Presley - Jailhouse Rock | auto=None | sp=1958 it=- mb=- | ?
35hfuechuOqaW31ogdauO7 | 111 | Betty Everett - It's In The Kiss (The Shoop Shoop Song) | auto=None | sp=2010 it=- mb=- | ?
4Dvkj6JhhA12EX05fT7y2e | 112 | Harry Styles - As It Was | auto=None | sp=2022 it=- mb=- | ?
1Cml3fnCNLZUC1EEtkcgVb | 113 | Anitta - Bang | auto=None | sp=2015 it=- mb=- | ?
6FH2WiSVFv5qglEg1O8xNn | 114 | Harry Belafonte - Day-O (The Banana Boat Song) | auto=None | sp=2001 it=- mb=- | ?
0VjIjW4GlUZAMYd2vXMi3b | 115 | The Weeknd - Blinding Lights | auto=None | sp=2020 it=- mb=- | ?
6M7WQZ4tAG72j2xXxi2a1z | 116 | The Chordettes - Lollipop | auto=None | sp=2011 it=- mb=- | ?
2Ms33RTRCT6gArrpcrPxmo | 117 | Robbie Williams - Feel | auto=None | sp=2002 it=- mb=- | ?
6IwKcFdiRQZOWeYNhUiWIv | 118 | Alicia Keys - No One | auto=None | sp=2007 it=- mb=- | ?
7s25THrKz86DM225dOYwnr | 119 | Aretha Franklin - Respect | auto=None | sp=1967 it=- mb=- | ?
7gEpTMp9MQc1uJwivtL37R | 120 | Manfred Mann - Do Wah Diddy Diddy | auto=None | sp=1964 it=- mb=- | ?
60nZcImufyMA1MKQY3dcCH | 121 | Pharrell Williams - Happy - From "Despicable Me 2" | auto=None | sp=2014 it=- mb=- | ?
0KM2y796j63t5RHhvRUxld | 122 | MIKA - Relax, Take It Easy | auto=None | sp=2006 it=- mb=- | ?
0oL8aqq5iRE5SnxdxJ6FbK | 123 | Wilson Simonal - Nem Vem Que Não Tem | auto=None | sp=1967 it=- mb=- | ?
6BcqNZ7D3gI0ALivZMAvux | 124 | Restart - Levo Comigo | auto=None | sp=2010 it=- mb=- | ?
7AHcq1TTLsgbnspP1TsP9U | 125 | Celly Campello - Estúpido Cupido | auto=None | sp=1959 it=- mb=- | ?
2gQaQUhDCNGfBVXTvxAmXQ | 126 | Tears For Fears - Shout | auto=None | sp=1985 it=- mb=- | ?
1AqfIfEQyEaME7fiv3HzyU | 127 | Gabriel O Pensador - 2345MEIA78 | auto=None | sp=1997 it=- mb=- | ?
1tqT6DhmsrtQgyCKUwotiw | 128 | Marvin Gaye - I Heard It Through The Grapevine | auto=None | sp=1968 it=- mb=- | ?
1Jaah2tmN9Hv81A87KZ1MU | 129 | Natalie Imbruglia - Torn | auto=None | sp=1997 it=- mb=- | ?
56GbZVwxMdf1DENCluYS8A | 130 | Crowded House - Don't Dream It's Over | auto=None | sp=1986 it=- mb=- | ?
2fuCquhmrzHpu5xcA1ci9x | 131 | Queen, David Bowie - Under Pressure - Remastered 2011 | auto=None | sp=1982 it=- mb=- | ?
14MgTooapmJdLlEMAr2zAM | 132 | Nelly, Kelly Rowland - Dilemma (feat. Kelly Rowland) | auto=None | sp=2002 it=- mb=- | ?
2Za2mUwmQoSxWPscaY2vxl | 133 | Sophie Ellis-Bextor - Murder On The Dancefloor | auto=None | sp=2002 it=- mb=- | ?
1Og8U5KRel9D51h4bmznlE | 134 | U2 - With Or Without You | auto=None | sp=1998 it=- mb=- | ?
11d9oUiwHuYt216EFA2tiz | 135 | Vanilla Ice - Ice Ice Baby | auto=None | sp=1990 it=- mb=- | ?
